filters,1st_dense,lr,momentum,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10,loss_11
16,180,0.02873862814591446,0.27147290392160184,0.9643571376800537,0.9690714478492737,0.9762856960296631,0.9794999957084656,0.9821428656578064,0.9792143106460571,0.9836428761482239,0.9840714335441589,0.9850000143051147,0.9837142825126648,0.9843571186065674,0.9839285612106323,0.12005484104156494,0.1019292101264,0.07413776218891144,0.06777603924274445,0.05759672075510025,0.06571850925683975,0.05426958203315735,0.055427953600883484,0.05247855186462402,0.05575916916131973,0.05237610638141632,0.05416499450802803
128,160,0.0004199802925022145,0.14316314659907958,0.9073571562767029,0.920285701751709,0.9294999837875366,0.9367856979370117,0.9404285550117493,0.9442142844200134,0.9456428289413452,0.9497143030166626,0.952571451663971,0.9536428451538086,0.9550714492797852,0.9578571319580078,0.34526631236076355,0.2805643081665039,0.24725371599197388,0.22587792575359344,0.2098114937543869,0.1960495561361313,0.18650929629802704,0.17588816583156586,0.16806764900684357,0.16087335348129272,0.15516138076782227,0.1490885317325592
32,40,2.0502523223410403e-05,0.8881297637256413,0.821071445941925,0.8633571267127991,0.8796428442001343,0.8895714282989502,0.8962857127189636,0.9004285931587219,0.9036428332328796,0.9075000286102295,0.9085000157356262,0.9120714068412781,0.9132142663002014,0.9160714149475098,0.8730838894844055,0.5901344418525696,0.48499825596809387,0.4300656020641327,0.3948778510093689,0.36998340487480164,0.35186588764190674,0.33731716871261597,0.32572034001350403,0.3158200979232788,0.3075745403766632,0.3000984787940979
32,180,0.00011375726996982228,0.33788149440954385,0.8233571648597717,0.8594285845756531,0.87971431016922,0.8895714282989502,0.8963571190834045,0.9017857313156128,0.9054285883903503,0.9080714583396912,0.9117143154144287,0.9145714044570923,0.9160714149475098,0.9172857403755188,0.8194947242736816,0.5753811001777649,0.47905781865119934,0.42764419317245483,0.39465951919555664,0.37057334184646606,0.351982980966568,0.3371579647064209,0.3248784840106964,0.3144625723361969,0.3049370348453522,0.29699867963790894
128,100,0.0033934859954396343,0.07266075719678666,0.9477142691612244,0.9604285955429077,0.9664999842643738,0.9712857007980347,0.9750000238418579,0.9760000109672546,0.978857159614563,0.9810000061988831,0.9798571467399597,0.9818571209907532,0.9830714464187622,0.9830714464187622,0.1806441992521286,0.13674381375312805,0.11652970314025879,0.10019925236701965,0.0896652564406395,0.08076636493206024,0.07350518554449081,0.06776585429906845,0.0683429092168808,0.06264479458332062,0.05863947793841362,0.057889122515916824
8,40,0.00012767874237144285,0.18585023986994165,0.4247142970561981,0.6221428513526917,0.6873571276664734,0.7590000033378601,0.8089285492897034,0.8321428298950195,0.8448571562767029,0.8542143106460571,0.8619285821914673,0.8687142729759216,0.8725714087486267,0.8779285550117493,1.9205513000488281,1.5788383483886719,1.2769503593444824,1.0178444385528564,0.8302305936813354,0.7070581316947937,0.6235714554786682,0.5648345351219177,0.5214521288871765,0.48845210671424866,0.46226567029953003,0.4412238299846649
8,120,1.560795018818535e-05,0.3666644289952137,0.16771428287029266,0.21771427989006042,0.270071417093277,0.33478569984436035,0.4009285569190979,0.4690000116825104,0.5272142887115479,0.5777857303619385,0.6216428279876709,0.6555714011192322,0.6778571605682373,0.6997143030166626,2.2651960849761963,2.173008918762207,2.0936732292175293,2.021136522293091,1.9523202180862427,1.8854475021362305,1.819586157798767,1.7541168928146362,1.688795566558838,1.6236990690231323,1.5591106414794922,1.4953044652938843
8,20,0.0057538409107858466,0.40041993759028904,0.9138571619987488,0.9340000152587891,0.9424999952316284,0.9505714178085327,0.9550714492797852,0.9592142701148987,0.9595000147819519,0.9657142758369446,0.967285692691803,0.9684285521507263,0.9722142815589905,0.9727143049240112,0.291410893201828,0.22542306780815125,0.1950545608997345,0.16900734603405,0.1560983508825302,0.1385113149881363,0.133436918258667,0.11956606805324554,0.11224337667226791,0.1051320806145668,0.09399627149105072,0.09269599616527557
8,80,0.002526002042943703,0.8861229589775755,0.943928599357605,0.958642840385437,0.9707857370376587,0.9734285473823547,0.9765714406967163,0.9769285917282104,0.980571448802948,0.9799285531044006,0.9815714359283447,0.9837142825126648,0.9825714230537415,0.9839285612106323,0.18716710805892944,0.1359567791223526,0.09936927258968353,0.08550302684307098,0.07599598914384842,0.07237116247415543,0.062332287430763245,0.06551936268806458,0.06131856143474579,0.0546654611825943,0.05552501231431961,0.05278593301773071
32,40,0.000147821251632927,0.21855293715806146,0.786214292049408,0.8488571643829346,0.8699285984039307,0.881428599357605,0.8901428580284119,0.8972856998443604,0.9009285569190979,0.9049999713897705,0.9080714583396912,0.9105714559555054,0.9130714535713196,0.9145714044570923,0.9788644909858704,0.6596580743789673,0.5338414311408997,0.4659697711467743,0.42317700386047363,0.39315712451934814,0.37033751606941223,0.3526599407196045,0.33828285336494446,0.3264639675617218,0.3163696527481079,0.30720755457878113
16,60,0.0012415653550399508,0.07650011759501951,0.8906428813934326,0.9086428284645081,0.9176428318023682,0.9236428737640381,0.9287857413291931,0.9333571195602417,0.9359285831451416,0.9386428594589233,0.9423571228981018,0.9438571333885193,0.9471428394317627,0.9498571157455444,0.4145064055919647,0.3229074776172638,0.28556057810783386,0.2624278962612152,0.2462877780199051,0.2308482527732849,0.22025281190872192,0.20747850835323334,0.19886691868305206,0.1881391704082489,0.18076872825622559,0.17329414188861847
128,200,0.06312590811054068,0.4300405396796284,0.9757142663002014,0.978857159614563,0.9829999804496765,0.9850000143051147,0.9860000014305115,0.9867857098579407,0.986214280128479,0.9872142672538757,0.9884285926818848,0.9886428713798523,0.9891428351402283,0.9890000224113464,0.07684089243412018,0.06156257912516594,0.05209445580840111,0.046894945204257965,0.045894794166088104,0.04444938898086548,0.04484692960977554,0.044490065425634384,0.04259905591607094,0.043254394084215164,0.04248428717255592,0.04290330037474632
64,120,0.023762247585415133,0.8251417857704736,0.9784285426139832,0.9835714101791382,0.9837142825126648,0.9863571524620056,0.984928548336029,0.986214280128479,0.9868571162223816,0.9869999885559082,0.9876428842544556,0.9882857203483582,0.9884285926818848,0.9882857203483582,0.07026788592338562,0.0542076975107193,0.050855010747909546,0.04672056809067726,0.04543083906173706,0.04988853633403778,0.04644192382693291,0.049297213554382324,0.04873961582779884,0.047183603048324585,0.04840885102748871,0.04854271933436394
16,60,4.9716098559453035e-05,0.22127737542702586,0.341142863035202,0.5633571147918701,0.6725714206695557,0.7275000214576721,0.7595714330673218,0.7824285626411438,0.7994285821914673,0.8130714297294617,0.8259285688400269,0.8360000252723694,0.8434285521507263,0.850857138633728,2.047112226486206,1.7573766708374023,1.4975299835205078,1.2854528427124023,1.1220135688781738,0.9961768984794617,0.8976455926895142,0.8190927505493164,0.7551700472831726,0.7026115655899048,0.658446729183197,0.6211497187614441
64,160,0.00012082709778388783,0.9488479698032897,0.9315714240074158,0.9457857012748718,0.9547857046127319,0.9600714445114136,0.9645000100135803,0.9679285883903503,0.9701428413391113,0.972428560256958,0.9737856984138489,0.9750714302062988,0.975928544998169,0.977571427822113,0.24083343148231506,0.18758121132850647,0.15746234357357025,0.1390787810087204,0.12157895416021347,0.11285687983036041,0.10318147391080856,0.09634672105312347,0.0906582847237587,0.08505459874868393,0.08095084875822067,0.07632200419902802
64,140,0.016085145398215223,0.5137999573687189,0.956428587436676,0.974142849445343,0.9821428656578064,0.984000027179718,0.9842143058776855,0.9846428632736206,0.9867143034934998,0.9854285717010498,0.9860000014305115,0.9841428399085999,0.9846428632736206,0.9873571395874023,0.13771364092826843,0.08070272207260132,0.05882268026471138,0.05383804813027382,0.04770498722791672,0.04897727817296982,0.044271379709243774,0.04588291421532631,0.04436095431447029,0.050438135862350464,0.0484752431511879,0.04141378402709961
16,20,3.0203335331833822e-05,0.8291139727224102,0.48414286971092224,0.6261428594589233,0.7021428346633911,0.755642831325531,0.7981428503990173,0.8248571157455444,0.8436428308486938,0.8544285893440247,0.8634999990463257,0.8717857003211975,0.8765000104904175,0.8827857375144958,1.7549402713775635,1.4105910062789917,1.1501127481460571,0.9437947869300842,0.7906253337860107,0.6847256422042847,0.6105703115463257,0.5549030900001526,0.5123204588890076,0.4788459837436676,0.4526495039463043,0.4310143291950226
8,120,0.000822362440195671,0.8357723514223557,0.918071448802948,0.9362857341766357,0.9457857012748718,0.953499972820282,0.956428587436676,0.9613571166992188,0.9635000228881836,0.9661428332328796,0.9691428542137146,0.9714999794960022,0.9727143049240112,0.9747142791748047,0.2866272032260895,0.22749008238315582,0.18788477778434753,0.16482402384281158,0.1504496932029724,0.13388900458812714,0.12454104423522949,0.11265027523040771,0.10610548406839371,0.10043177753686905,0.09657566249370575,0.0894147977232933
32,140,1.4688058433074882e-05,0.3341876690522986,0.4941428601741791,0.6579999923706055,0.7211428284645081,0.756928563117981,0.7804999947547913,0.798285722732544,0.810785710811615,0.8202142715454102,0.8299999833106995,0.8369285464286804,0.8427143096923828,0.8477857112884521,1.8691242933273315,1.5510485172271729,1.3209824562072754,1.151700496673584,1.026137351989746,0.9307147264480591,0.8566004633903503,0.7977972030639648,0.7499470710754395,0.710380494594574,0.6771854758262634,0.6488469839096069
64,160,0.01824763928582485,0.6296134237762706,0.9693571329116821,0.9802857041358948,0.9830714464187622,0.9832857251167297,0.9832857251167297,0.9844285845756531,0.985785722732544,0.9857142567634583,0.9864285588264465,0.9865714311599731,0.9862856864929199,0.9877142906188965,0.10110294818878174,0.06728702783584595,0.05610605701804161,0.05462171137332916,0.05811887979507446,0.053997427225112915,0.048802658915519714,0.053385306149721146,0.0493386872112751,0.04927080124616623,0.052351340651512146,0.05032103881239891
8,120,0.0045516785984774585,0.5018028399781334,0.9257143139839172,0.9442142844200134,0.952571451663971,0.9608571529388428,0.9627143144607544,0.9656428694725037,0.9679999947547913,0.9712142944335938,0.9727143049240112,0.975428581237793,0.9746428728103638,0.9756428599357605,0.2534292936325073,0.18955542147159576,0.1607751101255417,0.13452273607254028,0.12201534956693649,0.11371888220310211,0.10566184669733047,0.09538941085338593,0.09428738057613373,0.08557349443435669,0.08197158575057983,0.08273760229349136
64,180,0.00011515143349062253,0.7787838832747237,0.9028571248054504,0.9200000166893005,0.9285714030265808,0.9363571405410767,0.93878573179245,0.9428571462631226,0.9465000033378601,0.9480000138282776,0.9507142901420593,0.952571451663971,0.9537143111228943,0.9558571577072144,0.366487056016922,0.2946609854698181,0.2590337097644806,0.23680587112903595,0.21853460371494293,0.20384271442890167,0.19272585213184357,0.1839134246110916,0.17448845505714417,0.1676318496465683,0.161455437541008,0.156990185379982
64,60,0.00018253596592351936,0.03243133333302306,0.8422142863273621,0.8790000081062317,0.8928571343421936,0.9020000100135803,0.9083571434020996,0.9139285683631897,0.9176428318023682,0.9190714359283447,0.921999990940094,0.9231428503990173,0.9246428608894348,0.9270714521408081,0.6946774125099182,0.4972696602344513,0.4197598397731781,0.3767203688621521,0.34893208742141724,0.32824230194091797,0.31246429681777954,0.2998206615447998,0.2889658212661743,0.2799336910247803,0.27133268117904663,0.26446235179901123
32,20,0.00020851012902682234,0.8273756197580325,0.8889285922050476,0.9081428647041321,0.9181428551673889,0.9246428608894348,0.9279285669326782,0.9332857131958008,0.9352142810821533,0.9359999895095825,0.9384999871253967,0.941428542137146,0.943928599357605,0.9450713992118835,0.41049885749816895,0.32584258913993835,0.29401788115501404,0.26854562759399414,0.2511741518974304,0.23608173429965973,0.2263520509004593,0.21952380239963531,0.20991283655166626,0.20180384814739227,0.19454915821552277,0.18930989503860474
64,60,0.0018823195278903353,0.9498254673376454,0.9657142758369446,0.9784285426139832,0.9835000038146973,0.9843571186065674,0.9846428632736206,0.9864285588264465,0.9875714182853699,0.9876428842544556,0.987928569316864,0.9880714416503906,0.9874285459518433,0.9881428480148315,0.1099439412355423,0.06990731507539749,0.058174535632133484,0.05480107292532921,0.052392493933439255,0.048052966594696045,0.04506569728255272,0.04538721963763237,0.04496851563453674,0.04601234942674637,0.045048609375953674,0.0456131249666214
64,40,7.022192835249442e-05,0.7680644757031782,0.8712142705917358,0.8976428508758545,0.9069285988807678,0.9135000109672546,0.9174285531044006,0.9235000014305115,0.926714301109314,0.9304285645484924,0.9325000047683716,0.9345714449882507,0.9367142915725708,0.9382857084274292,0.5233691930770874,0.3977610766887665,0.34629353880882263,0.3173828423023224,0.2957088351249695,0.27909305691719055,0.26610705256462097,0.25555408000946045,0.24640171229839325,0.2383514642715454,0.23134492337703705,0.22496797144412994
32,40,0.009608178995112295,0.8569889967320193,0.9725000262260437,0.9761428833007812,0.9790714383125305,0.9811428785324097,0.9815714359283447,0.9832857251167297,0.9809285998344421,0.9828571677207947,0.9833571314811707,0.9834285974502563,0.983214259147644,0.9832857251167297,0.09184223413467407,0.07786115258932114,0.06596639007329941,0.060939934104681015,0.06199917569756508,0.055491384118795395,0.06185794249176979,0.061048947274684906,0.05754357576370239,0.05992676690220833,0.06227131560444832,0.06287521868944168
128,120,0.0073197691035863715,0.14420472896544279,0.9640714526176453,0.9730714559555054,0.977142870426178,0.9797857403755188,0.9820713996887207,0.9794285893440247,0.9834285974502563,0.9837142825126648,0.9842857122421265,0.9845714569091797,0.9838571548461914,0.9843571186065674,0.12949705123901367,0.09507860988378525,0.0772361159324646,0.07277289032936096,0.06133522838354111,0.06552717089653015,0.05548781901597977,0.055607717484235764,0.050674062222242355,0.05074433609843254,0.051683228462934494,0.04992411285638809
16,40,0.00018915295416018022,0.856089624792987,0.8892857432365417,0.9085000157356262,0.9198571443557739,0.9242143034934998,0.9284999966621399,0.9342142939567566,0.9377856850624084,0.9409999847412109,0.9429285526275635,0.9447143077850342,0.949571430683136,0.9502857327461243,0.41155657172203064,0.3166196346282959,0.2780931890010834,0.2544524073600769,0.24026788771152496,0.2247101217508316,0.21246212720870972,0.20166975259780884,0.19371458888053894,0.1844024956226349,0.17571915686130524,0.1691122055053711
128,20,0.050586068094939915,0.1149517591988527,0.8547857403755188,0.9668571352958679,0.9755714535713196,0.978857159614563,0.9782857298851013,0.9798571467399597,0.982785701751709,0.9804999828338623,0.9819285869598389,0.9812142848968506,0.9827142953872681,0.9816428422927856,0.5446444153785706,0.11374722421169281,0.08119869232177734,0.07444395869970322,0.07345626503229141,0.07166880369186401,0.06489782780408859,0.06814755499362946,0.06769882887601852,0.0667639970779419,0.06894902139902115,0.07114548981189728
32,160,8.644066545225084e-05,0.5899113326508654,0.8399999737739563,0.8753571510314941,0.8896428346633911,0.8974999785423279,0.9026428461074829,0.9082857370376587,0.9114285707473755,0.9137142896652222,0.9162142872810364,0.9187856912612915,0.9212142825126648,0.9231428503990173,0.7443351745605469,0.5231567621231079,0.4393793046474457,0.3930574655532837,0.3631274104118347,0.3418409526348114,0.32489606738090515,0.3118051290512085,0.3001255691051483,0.2908148765563965,0.2820029854774475,0.2744150161743164
128,20,0.0008693367037915037,0.2480817594256276,0.9126428365707397,0.9307143092155457,0.9386428594589233,0.9467142820358276,0.9505000114440918,0.9532856941223145,0.9562143087387085,0.9589999914169312,0.9608571529388428,0.9621428847312927,0.9648571610450745,0.9660714268684387,0.31145769357681274,0.24732108414173126,0.21833637356758118,0.1927039623260498,0.17764577269554138,0.16548682749271393,0.15420138835906982,0.1441991776227951,0.13762064278125763,0.13115037977695465,0.12457920610904694,0.12033975124359131
16,120,7.94738274905186e-05,0.3577841864371941,0.7584999799728394,0.8259999752044678,0.8537142872810364,0.869785726070404,0.8797857165336609,0.8857142925262451,0.8914285898208618,0.8955000042915344,0.9009285569190979,0.9028571248054504,0.9057857394218445,0.907714307308197,1.0923584699630737,0.736519455909729,0.5956276655197144,0.5197575092315674,0.4712587893009186,0.43751901388168335,0.4119128882884979,0.39202266931533813,0.37506261467933655,0.36187803745269775,0.35008910298347473,0.3399827778339386
32,100,9.472426566578327e-05,0.6066212273036814,0.8325714468955994,0.8730000257492065,0.8902857303619385,0.8989999890327454,0.9057142734527588,0.9105714559555054,0.9142143130302429,0.9162856936454773,0.9206428527832031,0.9220714569091797,0.9236428737640381,0.926714301109314,0.7604038119316101,0.5202423334121704,0.43199336528778076,0.384555459022522,0.3541593551635742,0.3320240080356598,0.3159628212451935,0.30222341418266296,0.29060256481170654,0.28072789311408997,0.27238044142723083,0.26482096314430237
8,60,0.001129670911910795,0.8500909719296967,0.9268571138381958,0.9421428442001343,0.9485714435577393,0.9593571424484253,0.9644285440444946,0.965499997138977,0.9695714116096497,0.9721428751945496,0.9708571434020996,0.9732142686843872,0.9760000109672546,0.9748571515083313,0.24268127977848053,0.19403503835201263,0.16488882899284363,0.13508476316928864,0.11905532330274582,0.11101837456226349,0.09902957826852798,0.09049100428819656,0.0920695960521698,0.08795168995857239,0.08130339533090591,0.07816129177808762
32,100,0.00020315714562853704,0.29130510345144045,0.8571428656578064,0.8862857222557068,0.8997142910957336,0.9075000286102295,0.9131428599357605,0.9167143106460571,0.9208571314811707,0.9225000143051147,0.9246428608894348,0.9267857074737549,0.9285714030265808,0.9304285645484924,0.6096171736717224,0.44806280732154846,0.38460758328437805,0.34964755177497864,0.32642853260040283,0.3093269467353821,0.29524868726730347,0.2846153676509857,0.274392694234848,0.2665674686431885,0.25846442580223083,0.25219210982322693
128,140,0.00017374213008914467,0.49980616979796644,0.8992857336997986,0.9167143106460571,0.9247857332229614,0.9302856922149658,0.9349285960197449,0.9395714402198792,0.94221431016922,0.9453571438789368,0.9468571543693542,0.9489285945892334,0.9505000114440918,0.9521428346633911,0.3735054135322571,0.30108991265296936,0.2688147723674774,0.24616152048110962,0.2294636070728302,0.21685801446437836,0.20515356957912445,0.19646261632442474,0.18816423416137695,0.18088160455226898,0.17416293919086456,0.16862833499908447
