filters,strides,max_pool,1st_dense,lr,momentum,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10,loss_11
128,2,3,40,0.04012739271023519,0.7700556821901324,0.9139999747276306,0.9504285454750061,0.9641428589820862,0.9703571200370789,0.9687857031822205,0.9727143049240112,0.9726428389549255,0.9711428284645081,0.9743571281433105,0.9702857136726379,0.9697142839431763,0.9743571281433105,0.29977327585220337,0.16184262931346893,0.11962322145700455,0.09923636168241501,0.1010444164276123,0.09197116643190384,0.09272429347038269,0.10276997834444046,0.08977068960666656,0.10773801803588867,0.10972222685813904,0.0946207121014595
128,2,5,180,0.005305086722650314,0.812337824517713,0.9467142820358276,0.9665714502334595,0.9715714454650879,0.9720714092254639,0.9782142639160156,0.9774285554885864,0.9790714383125305,0.9794999957084656,0.9796428680419922,0.983214259147644,0.9802857041358948,0.9828571677207947,0.1648874580860138,0.10390698164701462,0.09167671203613281,0.08322363346815109,0.06855477392673492,0.07197153568267822,0.06360096484422684,0.0628182515501976,0.06195298954844475,0.05199114978313446,0.0588756762444973,0.05414678901433945
32,2,5,20,0.008224427159731925,0.4377811060124466,0.9201428294181824,0.9436428546905518,0.9509999752044678,0.9589999914169312,0.9620000123977661,0.9645000100135803,0.9652143120765686,0.9677857160568237,0.9683571457862854,0.9687142968177795,0.9707857370376587,0.9703571200370789,0.2675432562828064,0.18744242191314697,0.15560708940029144,0.13173341751098633,0.12174748629331589,0.11005162447690964,0.10649562627077103,0.10045140981674194,0.09432230144739151,0.09163518249988556,0.08985260874032974,0.09047695249319077
128,2,5,140,0.008167206938143315,0.16788359629719352,0.9330714344978333,0.9434999823570251,0.9600714445114136,0.9637143015861511,0.9680714011192322,0.9644285440444946,0.9725000262260437,0.9705714583396912,0.9707857370376587,0.9731428623199463,0.9738571643829346,0.9768571257591248,0.22120846807956696,0.18333324790000916,0.13498665392398834,0.12241285294294357,0.10653362423181534,0.11514526605606079,0.09401465952396393,0.09590723365545273,0.09720993787050247,0.08750531077384949,0.08500849455595016,0.07828767597675323
16,5,3,100,1.4965169976870036e-05,0.9431569265978681,0.7200714349746704,0.8105714321136475,0.8466428518295288,0.8678571581840515,0.8803571462631226,0.8896428346633911,0.8955714106559753,0.9017142653465271,0.906499981880188,0.9091428518295288,0.9128571152687073,0.9160000085830688,1.3139960765838623,0.8443911671638489,0.6438812613487244,0.5383329391479492,0.47393718361854553,0.42979222536087036,0.397525817155838,0.37290021777153015,0.3532576262950897,0.3367979824542999,0.3231366276741028,0.3111945390701294
16,5,3,120,2.8715842386625545e-05,0.22842623155101438,0.27235713601112366,0.4259999990463257,0.5299999713897705,0.5948571562767029,0.6425714492797852,0.675000011920929,0.7013571262359619,0.720714271068573,0.7379999756813049,0.7537142634391785,0.7644285559654236,0.7753571271896362,2.1342556476593018,1.9483104944229126,1.7972495555877686,1.6636738777160645,1.5433359146118164,1.4349395036697388,1.3370290994644165,1.2489114999771118,1.1700012683868408,1.0998152494430542,1.0377427339553833,0.9825598001480103
16,2,2,40,0.0017573024811655634,0.9313161672941802,0.9449999928474426,0.9602142572402954,0.9692857265472412,0.975428581237793,0.9767857193946838,0.9773571491241455,0.9784285426139832,0.979357123374939,0.9810000061988831,0.9801428318023682,0.9806428551673889,0.9828571677207947,0.18321767449378967,0.13520503044128418,0.10002695024013519,0.08039887994527817,0.07501748949289322,0.07624761015176773,0.06548529118299484,0.0645633414387703,0.05892147496342659,0.05983748659491539,0.062306568026542664,0.05308050662279129
8,3,2,200,0.029450170709292484,0.7497597822859184,0.9760000109672546,0.9807857275009155,0.9828571677207947,0.9848571419715881,0.9875714182853699,0.9871428608894348,0.9871428608894348,0.9882143139839172,0.9878571629524231,0.9874285459518433,0.9887857437133789,0.9901428818702698,0.07886549085378647,0.06260980665683746,0.05681728944182396,0.0509907528758049,0.04314039275050163,0.0453689843416214,0.04563479870557785,0.04383258894085884,0.045816224068403244,0.050455767661333084,0.044529300183057785,0.04384548217058182
16,5,5,180,0.00102799175819096,0.6033276357581234,0.8882856965065002,0.9155714511871338,0.928928554058075,0.9402142763137817,0.9467142820358276,0.9516428709030151,0.9549285769462585,0.9580714106559753,0.9592857360839844,0.961571455001831,0.9628571271896362,0.965499997138977,0.4422999322414398,0.29661136865615845,0.24437643587589264,0.20718812942504883,0.18463075160980225,0.16944396495819092,0.15762557089328766,0.14758865535259247,0.1413608193397522,0.13248662650585175,0.12731041014194489,0.12345230579376221
128,2,5,180,0.0009496761086945622,0.4426349140352238,0.8840000033378601,0.9142857193946838,0.9282857179641724,0.9363571405410767,0.9432142972946167,0.9457857012748718,0.9503571391105652,0.9553571343421936,0.9572857022285461,0.9582856893539429,0.9614285826683044,0.962071418762207,0.41546061635017395,0.3122413158416748,0.2609589695930481,0.2268926501274109,0.20395810902118683,0.18768835067749023,0.17502281069755554,0.16204842925071716,0.15287937223911285,0.14441920816898346,0.13822360336780548,0.13354308903217316
64,3,3,40,0.02143307708116821,0.19586081488788032,0.9627857208251953,0.9760000109672546,0.977142870426178,0.9815714359283447,0.9801428318023682,0.9818571209907532,0.9835714101791382,0.9835000038146973,0.9848571419715881,0.9852142930030823,0.9852142930030823,0.9856428503990173,0.12391389906406403,0.0788959488272667,0.07514253258705139,0.05926930159330368,0.06261266767978668,0.05559087544679642,0.05309172347187996,0.05525105074048042,0.0486956425011158,0.05004286766052246,0.04573860019445419,0.046839140355587006
16,2,3,60,0.06462586522958869,0.13660912515631762,0.9552857279777527,0.9702857136726379,0.9731428623199463,0.9743571281433105,0.9789285659790039,0.9809285998344421,0.9819999933242798,0.9811428785324097,0.9820713996887207,0.9772142767906189,0.9832857251167297,0.9829999804496765,0.1498723328113556,0.09633303433656693,0.08660560846328735,0.08292017132043839,0.06974852830171585,0.06262533366680145,0.05768352374434471,0.06237427517771721,0.05962734296917915,0.07304330915212631,0.05929277092218399,0.05849480256438255
32,2,5,80,0.00046592250071631706,0.27986028411467334,0.7642857432365417,0.8199999928474426,0.8476428389549255,0.8612856864929199,0.8746428489685059,0.8854285478591919,0.8921428322792053,0.8972856998443604,0.9051428437232971,0.9098571538925171,0.9123571515083313,0.9174285531044006,0.9287972450256348,0.6819382905960083,0.5703840255737305,0.5028567314147949,0.4525615870952606,0.41573455929756165,0.38750705122947693,0.36429792642593384,0.3440691828727722,0.32591956853866577,0.31110185384750366,0.29826557636260986
64,5,5,180,0.0040160698648710165,0.14757853905804663,0.9391428828239441,0.9570000171661377,0.9614999890327454,0.9690714478492737,0.9718571305274963,0.9729285836219788,0.9760000109672546,0.9764285683631897,0.9767857193946838,0.979357123374939,0.9813571572303772,0.979357123374939,0.23143784701824188,0.15910935401916504,0.13602861762046814,0.10978526622056961,0.0962904691696167,0.09390980005264282,0.08355347812175751,0.07957182824611664,0.07818423211574554,0.0698690190911293,0.06549938023090363,0.07030198723077774
32,5,5,140,8.372019112506276e-05,0.7238501200698871,0.6675000190734863,0.7670000195503235,0.8115714192390442,0.8377857208251953,0.8584285974502563,0.8708571195602417,0.8805714249610901,0.8883571624755859,0.8958571553230286,0.9010714292526245,0.9057142734527588,0.909500002861023,1.4176199436187744,1.0122300386428833,0.7992843985557556,0.6727282404899597,0.5865299105644226,0.5248240232467651,0.4769100248813629,0.43891602754592896,0.4078894853591919,0.3828272223472595,0.36089888215065,0.3419587016105652
32,5,5,160,0.039867462160699633,0.257071485299844,0.9735714197158813,0.9728571176528931,0.9809285998344421,0.9809285998344421,0.9842857122421265,0.9852142930030823,0.985785722732544,0.9870714545249939,0.9844285845756531,0.9869999885559082,0.9872857332229614,0.9869285821914673,0.0934160053730011,0.08530765026807785,0.06368159502744675,0.06162021681666374,0.05416225269436836,0.0457490012049675,0.047320302575826645,0.042233482003211975,0.05125785246491432,0.04168054088950157,0.042012520134449005,0.04631580412387848
64,5,3,180,0.0421226732758112,0.0292151250949364,0.9723571538925171,0.9844285845756531,0.9833571314811707,0.9878571629524231,0.9867143034934998,0.9877856969833374,0.9893571138381958,0.9897857308387756,0.9889285564422607,0.9882143139839172,0.9898571372032166,0.9876428842544556,0.09768068045377731,0.052776582539081573,0.05697653070092201,0.04131088778376579,0.04445020109415054,0.03943539783358574,0.03735031932592392,0.034989647567272186,0.037153635174036026,0.03844170272350311,0.035966433584690094,0.04633904993534088
8,3,2,160,0.0014985174260947751,0.026199479103201084,0.888785719871521,0.9123571515083313,0.9231428503990173,0.9300714135169983,0.9361428618431091,0.9411428570747375,0.94221431016922,0.9484285712242126,0.9512143135070801,0.9527142643928528,0.9562857151031494,0.9579285979270935,0.4029708802700043,0.3076306879520416,0.26992762088775635,0.24221457540988922,0.22137513756752014,0.20639324188232422,0.19575053453445435,0.18213975429534912,0.17218470573425293,0.16367286443710327,0.15446482598781586,0.1473836451768875
16,3,2,100,0.024036359624314278,0.720041362057877,0.9717142581939697,0.9829285740852356,0.9838571548461914,0.9825714230537415,0.987500011920929,0.9861428737640381,0.9865000247955322,0.9867857098579407,0.9882857203483582,0.9875714182853699,0.9883571267127991,0.9882857203483582,0.09309141337871552,0.05589604005217552,0.05093473196029663,0.055346690118312836,0.04178355261683464,0.04455402493476868,0.0485231839120388,0.046242814511060715,0.04165320098400116,0.04510805383324623,0.04535343125462532,0.04606252536177635
128,2,3,100,0.011354273001989646,0.8653355736248354,0.9690714478492737,0.9778571724891663,0.9796428680419922,0.9834285974502563,0.9808571338653564,0.9838571548461914,0.984499990940094,0.9872142672538757,0.9854285717010498,0.9866428375244141,0.9869999885559082,0.9859285950660706,0.09694857150316238,0.07152260094881058,0.061110928654670715,0.04828580096364021,0.06171468272805214,0.051210951060056686,0.04691028222441673,0.04254014417529106,0.047419607639312744,0.046955134719610214,0.04425350949168205,0.050069134682416916
16,3,2,180,3.2355562425264406e-05,0.011135207437957817,0.24857142567634583,0.4869285821914673,0.617642879486084,0.6867142915725708,0.7340714335441589,0.7622857093811035,0.7829999923706055,0.7987856864929199,0.8100000023841858,0.8197143077850342,0.8283571600914001,0.834857165813446,2.106768846511841,1.9234633445739746,1.7657136917114258,1.6224544048309326,1.4913671016693115,1.3726444244384766,1.2663383483886719,1.1719412803649902,1.0887954235076904,1.0157623291015625,0.9518534541130066,0.8958854079246521
32,5,5,20,0.000485283412059831,0.03964689205944383,0.5701428651809692,0.7314285635948181,0.8069999814033508,0.8465714454650879,0.873285710811615,0.8899999856948853,0.9007856845855713,0.9107857346534729,0.9164285659790039,0.9227142930030823,0.9279285669326782,0.9307143092155457,1.6712456941604614,1.1613270044326782,0.8496341109275818,0.6602407097816467,0.5352433919906616,0.45209330320358276,0.3966296315193176,0.35468435287475586,0.32445013523101807,0.3011443316936493,0.2800281047821045,0.2633662521839142
16,3,2,20,4.2526178489971554e-05,0.8040113628025172,0.5767857432365417,0.7490000128746033,0.8070714473724365,0.8371428847312927,0.8575000166893005,0.8714285492897034,0.8782142996788025,0.8838571310043335,0.887071430683136,0.8927857279777527,0.8960000276565552,0.8992142677307129,1.6010936498641968,1.1612130403518677,0.8648843765258789,0.6888657212257385,0.579269289970398,0.5123695731163025,0.46751248836517334,0.4355109930038452,0.41100794076919556,0.392113596200943,0.37661033868789673,0.3636566698551178
128,3,5,20,0.010405748787327992,0.49673044502187824,0.954285740852356,0.9674285650253296,0.9723571538925171,0.9747856855392456,0.9779285788536072,0.9801428318023682,0.9779285788536072,0.9807857275009155,0.9828571677207947,0.9840714335441589,0.9813571572303772,0.9822142720222473,0.1503739356994629,0.10864771902561188,0.087571881711483,0.08420200645923615,0.07037805765867233,0.062492165714502335,0.06826581060886383,0.06324142962694168,0.053470201790332794,0.05103427171707153,0.06183621659874916,0.05534655600786209
32,3,2,60,0.00020529853336502966,0.8477866725755014,0.892714262008667,0.911642849445343,0.9221428632736206,0.9302142858505249,0.9342857003211975,0.9405714273452759,0.9440000057220459,0.9472143054008484,0.9485714435577393,0.9509999752044678,0.9536428451538086,0.955214262008667,0.38820627331733704,0.3124554753303528,0.27646222710609436,0.25274112820625305,0.23381857573986053,0.21856680512428284,0.2054111212491989,0.1941429078578949,0.18503066897392273,0.17517532408237457,0.17111973464488983,0.16288326680660248
8,5,3,120,0.006772913324448853,0.8010823385092072,0.9654285907745361,0.9750714302062988,0.9806428551673889,0.9825000166893005,0.9843571186065674,0.9859285950660706,0.9821428656578064,0.9850000143051147,0.9856428503990173,0.9870714545249939,0.9863571524620056,0.9864285588264465,0.11877843737602234,0.07814504206180573,0.06297741830348969,0.05739575996994972,0.04815177246928215,0.044739484786987305,0.054310042411088943,0.04762165620923042,0.04838412627577782,0.042751774191856384,0.04416880011558533,0.04252875968813896
32,3,3,40,0.03835251897656187,0.5320132651455478,0.9684285521507263,0.9760000109672546,0.9806428551673889,0.9796428680419922,0.9833571314811707,0.9834285974502563,0.984499990940094,0.9845714569091797,0.9837856888771057,0.9841428399085999,0.9845714569091797,0.9853571653366089,0.09669571369886398,0.07659665495157242,0.058692701160907745,0.06368839740753174,0.04999087378382683,0.05111619830131531,0.046901553869247437,0.04936099797487259,0.05362293869256973,0.05293246731162071,0.05388334020972252,0.04870498925447464
16,3,2,140,0.0006241951719332518,0.5693631140222711,0.9067142605781555,0.9239285588264465,0.9328571557998657,0.9424285888671875,0.9462857246398926,0.9498571157455444,0.9517857432365417,0.9555000066757202,0.9584285616874695,0.9595000147819519,0.9622142910957336,0.9636428356170654,0.33340850472450256,0.26145800948143005,0.22820809483528137,0.20328760147094727,0.18669745326042175,0.17187751829624176,0.16162599623203278,0.15177737176418304,0.14189592003822327,0.13690847158432007,0.12865781784057617,0.12357780337333679
8,3,3,160,2.019058189607118e-05,0.25407280519151576,0.17707142233848572,0.22364285588264465,0.271785706281662,0.33392858505249023,0.4007857143878937,0.46700000762939453,0.5190714001655579,0.5581428408622742,0.5897142887115479,0.6178571581840515,0.6407142877578735,0.6596428751945496,2.428835391998291,2.2496345043182373,2.1264424324035645,2.0252280235290527,1.9345884323120117,1.850529432296753,1.7713344097137451,1.696112871170044,1.624369502067566,1.5559895038604736,1.4910697937011719,1.4296704530715942
16,2,2,40,0.03815731334763205,0.16722155660496052,0.9407142996788025,0.9679999947547913,0.973642885684967,0.9757142663002014,0.9742857217788696,0.9784285426139832,0.9796428680419922,0.9796428680419922,0.9814285635948181,0.9817143082618713,0.9814285635948181,0.9813571572303772,0.18578365445137024,0.10680738091468811,0.0898323506116867,0.07811430096626282,0.08023666590452194,0.06607814878225327,0.0638836994767189,0.06446361541748047,0.06265337020158768,0.060385532677173615,0.06137697771191597,0.06198353320360184
16,3,5,200,0.04162270482109464,0.6826977937087503,0.9622856974601746,0.973642885684967,0.9804285764694214,0.9854999780654907,0.9829999804496765,0.9854999780654907,0.987928569316864,0.986214280128479,0.9873571395874023,0.9858571290969849,0.9867857098579407,0.9877142906188965,0.11878292262554169,0.07963763177394867,0.06004149466753006,0.04704228416085243,0.052817024290561676,0.04676929861307144,0.04068521410226822,0.04430680349469185,0.04198002442717552,0.04462585598230362,0.044453930109739304,0.041624102741479874
64,3,5,140,0.026851048773005252,0.886703408219647,0.9757857322692871,0.9787856936454773,0.9864285588264465,0.9853571653366089,0.987928569316864,0.9866428375244141,0.9880714416503906,0.9889285564422607,0.9878571629524231,0.9884285926818848,0.9890000224113464,0.9860000014305115,0.07882967591285706,0.06470229476690292,0.042941849678754807,0.04418652504682541,0.04240448400378227,0.043939799070358276,0.042104851454496384,0.03988927602767944,0.04031416401267052,0.04167542979121208,0.04026029631495476,0.058074645698070526
128,2,2,160,0.00035896587244488694,0.20385422300235267,0.9115714430809021,0.9234285950660706,0.9307857155799866,0.9365714192390442,0.9404285550117493,0.9430000185966492,0.9465000033378601,0.9490714073181152,0.949999988079071,0.9519285559654236,0.953499972820282,0.9548571705818176,0.3310188949108124,0.2753925621509552,0.2468191385269165,0.22688283026218414,0.2126530408859253,0.20015837252140045,0.1909547746181488,0.18184894323349,0.1748078316450119,0.1683659851551056,0.16240623593330383,0.15696503221988678
128,3,2,80,0.036577102345614565,0.9877975065769863,0.09728571772575378,0.11407142877578735,0.10514285415410995,0.1014285683631897,0.09621428698301315,0.09728571772575378,0.09728571772575378,0.09928571432828903,0.11407142877578735,0.11407142877578735,0.11407142877578735,0.11407142877578735,2.3207597732543945,2.310567855834961,2.319913625717163,2.3088200092315674,2.3332016468048096,2.347954034805298,2.324204444885254,2.3256747722625732,2.3358256816864014,2.3170557022094727,2.3314361572265625,2.325343132019043
8,2,2,60,4.9944526778536036e-05,0.5805451398245886,0.5172857046127319,0.6709285974502563,0.7492142915725708,0.7922857403755188,0.819428563117981,0.8350714445114136,0.8464285731315613,0.8541428446769714,0.8602856993675232,0.8665000200271606,0.8715000152587891,0.8755000233650208,1.7626147270202637,1.3516831398010254,1.0690276622772217,0.8848943114280701,0.7627060413360596,0.6785206198692322,0.6178346872329712,0.5724766254425049,0.5372324585914612,0.5089403390884399,0.4861256182193756,0.4669155180454254
128,2,5,180,0.0007022744337307252,0.7814088457001783,0.9003571271896362,0.9279999732971191,0.944428563117981,0.951714277267456,0.956428587436676,0.9604285955429077,0.9634285569190979,0.9647142887115479,0.9670714139938354,0.9682142734527588,0.9713571667671204,0.971928596496582,0.35282522439956665,0.2519086003303528,0.20238327980041504,0.17239777743816376,0.15673942863941193,0.14190444350242615,0.12945111095905304,0.12342790514230728,0.11392023414373398,0.1094217449426651,0.10275743156671524,0.09791512787342072
128,3,5,100,0.03296512035104629,0.16651310116226048,0.9589285850524902,0.9714285731315613,0.9769285917282104,0.9669285416603088,0.982285737991333,0.9761428833007812,0.9827142953872681,0.9809285998344421,0.9815714359283447,0.9860000014305115,0.986214280128479,0.9823571443557739,0.13222335278987885,0.08456606417894363,0.06768470257520676,0.09971537441015244,0.056570183485746384,0.07145965844392776,0.05272543057799339,0.057843167334795,0.057893056422472,0.04451341554522514,0.04252857342362404,0.05719052627682686
128,3,2,200,3.145805700708023e-05,0.4393342282885194,0.8478571176528931,0.8764285445213318,0.8886428475379944,0.8969285488128662,0.9036428332328796,0.9091428518295288,0.9126428365707397,0.9143571257591248,0.9169285893440247,0.9195713996887207,0.9204285740852356,0.9221428632736206,0.7490246295928955,0.5374262928962708,0.4540267884731293,0.4077454209327698,0.37749341130256653,0.3556848168373108,0.3393622934818268,0.3249478340148926,0.31349220871925354,0.3038020133972168,0.2954373359680176,0.28775542974472046
32,5,3,80,0.03489875504779549,0.7793057132085125,0.979357123374939,0.9822142720222473,0.986214280128479,0.9865000247955322,0.9862856864929199,0.9869999885559082,0.9866428375244141,0.9886428713798523,0.9877856969833374,0.9862856864929199,0.9884999990463257,0.9901428818702698,0.06565676629543304,0.06105995550751686,0.042122773826122284,0.04344461113214493,0.04764234647154808,0.04499192163348198,0.04776366055011749,0.04278912395238876,0.04460369423031807,0.05553460866212845,0.04505569487810135,0.042750466614961624
16,3,5,160,0.0009346594995246075,0.3823524071786617,0.8442857265472412,0.8843571543693542,0.9007856845855713,0.9125714302062988,0.9202142953872681,0.9268571138381958,0.9325714111328125,0.9367856979370117,0.9389285445213318,0.9438571333885193,0.9456428289413452,0.9491428732872009,0.625031054019928,0.4422476291656494,0.3603982627391815,0.3145025670528412,0.2816835343837738,0.25833484530448914,0.2371630221605301,0.2204357385635376,0.2075422704219818,0.19610442221164703,0.18752552568912506,0.17719434201717377
8,5,5,160,0.00017116250413418634,0.564357113419766,0.3572857081890106,0.6230000257492065,0.7405714392662048,0.8015000224113464,0.8409285545349121,0.8590714335441589,0.8712857365608215,0.8792856931686401,0.8851428627967834,0.8913571238517761,0.8959285616874695,0.9006428718566895,1.9730738401412964,1.5288273096084595,1.1396305561065674,0.8695988655090332,0.6995630860328674,0.5917075276374817,0.5198512077331543,0.46886536478996277,0.4317066967487335,0.40314626693725586,0.37964877486228943,0.3597760796546936
32,5,3,40,0.012665249930174684,0.5877180446755351,0.9670714139938354,0.9791428446769714,0.9811428785324097,0.9822142720222473,0.9830714464187622,0.9855714440345764,0.985785722732544,0.9870714545249939,0.9875714182853699,0.9861428737640381,0.9868571162223816,0.9873571395874023,0.11359400302171707,0.07009876519441605,0.06372181326150894,0.057404838502407074,0.0535774752497673,0.052071165293455124,0.04991111904382706,0.04503517970442772,0.044389862567186356,0.04846275597810745,0.0481097437441349,0.04465009272098541
16,5,3,160,0.003879209843753155,0.8348731608466456,0.9605000019073486,0.9734285473823547,0.9790714383125305,0.9814285635948181,0.9839285612106323,0.9839285612106323,0.984499990940094,0.9854999780654907,0.9857142567634583,0.9869999885559082,0.9869285821914673,0.9874285459518433,0.13303476572036743,0.08875802159309387,0.0678529366850853,0.060583632439374924,0.05313596501946449,0.05229649320244789,0.049665387719869614,0.04545208439230919,0.04274657368659973,0.040488556027412415,0.04184166342020035,0.03927924856543541
32,2,5,160,0.00011116250996161679,0.3847121670423649,0.5554285645484924,0.6842142939567566,0.7296428680419922,0.7590000033378601,0.7782142758369446,0.7929999828338623,0.8043571710586548,0.8147857189178467,0.8231428861618042,0.8295000195503235,0.834928572177887,0.8414999842643738,1.7009317874908447,1.3421924114227295,1.121678113937378,0.9772301316261292,0.8778169751167297,0.8045591711997986,0.7470347881317139,0.7016481757164001,0.6640120148658752,0.6327237486839294,0.6067041754722595,0.5831930041313171
